/admin/directory-sync	DELETE,GET,POST	True	True	False	True	False
/admin/security	GET,POST	True	True	False	True	False
/admin/sso	DELETE,GET,POST	True	True	False	True	False
/agents/collaboration		False	True	False	False	False
/agents/communication/[id]		False	True	True	False	False
/agents/communication		False	True	True	False	False
/agents/execute		False	True	True	False	False
/agents/session		False	True	True	False	False
/auth/clear-token	POST	True	True	False	False	False
/auth/desktop-token	POST	True	False	False	False	False
/auth/set-token	POST	True	True	False	True	False
/auth/sso-check	GET	False	False	False	True	False
/autotag/batch		False	True	True	False	False
/autotag/classify		False	True	True	False	False
/autotag/conversations		False	False	True	False	False
/chat/conversations/[id]/messages/[messageId]		False	True	True	False	False
/chat/conversations/[id]/messages		False	True	True	False	False
/chat/conversations/[id]		False	True	True	False	False
/chat/conversations		False	True	True	False	False
/checkout		False	True	False	False	False
/claim-offer		False	True	False	False	False
/completion		False	False	False	False	False
/connectors		False	True	True	True	False
/control-plane/status	GET	False	False	False	True	False
/credit-topup		False	True	False	False	False
/cron/reset-credits	GET	False	False	True	True	False
/csrf		False	True	False	False	False
/device/approve		False	True	False	True	False
/device/link		False	True	False	True	False
/device/poll		False	False	False	True	False
/download-beta		False	False	False	False	False
/download		False	False	False	False	False
/github/install	GET	False	False	False	False	False
/github/installations	DELETE,GET	True	True	False	False	False
/github/webhook	POST	True	False	False	True	False
/health	GET	False	False	False	True	False
/llm/completion		False	True	True	False	False
/llm/v1/audio/transcriptions		False	False	True	False	False
/llm/v1/chat/completions		False	False	False	False	False
/llm/v1/credits/balance		False	False	True	False	False
/llm/v1/models		False	False	True	False	False
/llm/v2/chat		False	True	True	False	False
/marketplace	GET	False	False	False	False	False
/mcp		False	True	False	False	False
/me		False	False	True	False	False
/me/routing-preferences		False	True	True	False	False
/media/image/generate		False	True	True	False	False
/media/video/generate		False	False	True	False	False
/media/video/status		False	False	False	False	False
/memory/[id]		False	True	True	False	False
/memory		False	True	True	False	False
/memory/search		False	False	True	False	False
/memory/sync		False	True	True	False	False
/messaging/config/[platform]		False	True	True	False	False
/messaging/config		False	True	True	False	False
/messaging/stats/[platform]		False	False	False	False	False
/messaging/test/[platform]		False	True	False	False	False
/mission		False	True	True	False	False
/models	GET	False	False	False	False	False
/portal		False	True	False	False	False
/projects/[id]		False	True	True	False	False
/projects		False	True	True	False	False
/releases/[target]/[version]		False	False	False	False	False
/releases/check		False	False	False	True	False
/releases/latest/[platform]		False	False	False	True	False
/schedules/[id]		False	True	True	False	False
/schedules/[id]/runs		False	True	True	False	False
/schedules		False	True	True	False	False
/settings/test-provider		False	True	False	False	False
/share/[token]		False	True	False	True	False
/share		False	True	False	False	False
/shared		False	False	False	True	False
/skills/[name]		False	False	False	False	False
/skills		False	False	False	False	False
/stripe-webhook	POST	True	False	False	True	False
/sync-subscription		False	True	False	True	False
/teams/[id]/members		False	True	True	False	False
/teams/[id]		False	True	True	False	False
/teams		False	True	True	False	False
/usage		False	False	True	False	False
/user/data		False	True	True	True	False
/user/delete-account	DELETE	True	True	True	True	False
/user/export		False	False	True	False	False
/v1/providers/[providerId]/catalog	GET	False	False	False	False	False
/v1/providers/[providerId]/stream	POST	True	False	True	False	False
/v1/providers	GET	False	False	False	False	False
/validate-webhook	GET	False	False	False	True	False
/voice/health		False	False	False	False	False
/voice/transcribe		False	False	False	False	False
/waitlist		False	True	False	False	False
/webhook-diagnostic	GET	False	False	False	True	False
/webhooks/directory-sync	POST	True	False	False	True	False
/workforce	DELETE,GET,POST	True	True	True	False	False
